TIME,CH1,CH2,CH3,CH4
2.96E-01,2.28,1.18,1,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.22,1.04,-1.62
2.96E-01,2.24,1.22,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.14,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.14,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.22,1.04,-1.62
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.22,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.24,1.22,1.04,-1.62
2.96E-01,2.24,1.18,1,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.14,1.04,-1.62
2.96E-01,2.24,1.14,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.58
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.24,1.18,1.04,-1.62
2.96E-01,2.28,1.22,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.08,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.14,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.22,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.22,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.14,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1,-1.58
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.14,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.22,1.04,-1.58
2.97E-01,2.24,1.14,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.22,1.04,-1.58
2.97E-01,2.24,1.18,1,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.28,1.22,1.04,-1.58
2.97E-01,2.28,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1.04,-1.58
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.24,1.18,1,-1.62
2.97E-01,2.24,1.18,1.04,-1.62
2.97E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.22,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.14,1,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.22,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.22,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.22,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.22,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.14,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1,-1.62
2.98E-01,2.28,1.22,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.14,1.04,-1.58
2.98E-01,2.28,1.18,1,-1.58
2.98E-01,2.24,1.14,1,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.22,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1,-1.58
2.98E-01,2.24,1.18,1,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.14,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.58
2.98E-01,2.28,1.18,1.04,-1.62
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.98E-01,2.24,1.14,1.04,-1.58
2.98E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.08,-1.58
2.99E-01,2.28,1.18,1,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.14,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.2,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.54
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.22,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.24,1.22,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.24,1.18,1,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.14,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.54
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.08,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.22,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.54
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.22,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.22,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.22,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.28,1.18,1,-1.58
2.99E-01,2.28,1.18,1.04,-1.62
2.99E-01,2.28,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.04,-1.62
2.99E-01,2.24,1.18,1.04,-1.58
2.99E-01,2.24,1.18,1.08,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.62
3.00E-01,2.28,1.22,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.22,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.08,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.62
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.22,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.54
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.08,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1,-1.58
3.00E-01,2.24,1.22,1,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.22,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.22,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.28,1.18,1.04,-1.62
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.54
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.08,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.14,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.24,1.18,1.04,-1.54
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.22,1.04,-1.58
3.00E-01,2.28,1.18,1,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.22,1.04,-1.54
3.00E-01,2.24,1.18,1,-1.54
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.62
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.24,1.22,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.24,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
3.00E-01,2.28,1.18,1.04,-1.58
